StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,AWNA,PLNA,PLA,AWA,Age,School,Employment,HHI,Industry,Sex,per_week,time_spent,lifestyle,country,attention,lose,win_work,win_invest,confirm
2019-03-14 12:06:42,2019-03-14 12:07:11,IP Address,128.91.56.196,100,28,True,2019-03-14 12:07:11,R_2rx4engAID0Byug,,,,,39.9597015380859375,-75.19950103759765625,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,75 - 84,Some college but no degree,Not working and seeking employment,"$90,000 - $99,999","Production, transportation, and material moving",Male,2-3 times a week,30 - 60 Minutes,Mechanical Turk money is sometimes needed to make basic ends meet,Canada,,Select here to acknowledge your understanding,,,5811
2019-03-14 12:01:40,2019-03-14 12:08:11,IP Address,202.133.60.99,100,390,True,2019-03-14 12:08:11,R_1mfoQIiR60TeCZ2,,,,,17.3972930908203125,78.407989501953125,anonymous,EN,,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$11.16, $10.93, $10.87, $11.10, $11.15, $10.93, $11.34, $11.14, $10.59, $10.08, $10.79, $11.77, $11.35, $10.79, $10.97, $11.41, $11.02, $10.66, $11.01, $11.21",35 - 44,Master's degree,Full-time employed,"$30,000 - $39,999","Management, professional, and related",Female,4-6 times a week,1 - 2 hours,Mechanical Turk money does not materially change my financial situation,India,Asia,Select here to acknowledge your understanding,,,2429
2019-03-14 12:08:19,2019-03-14 12:09:01,IP Address,128.91.56.196,100,41,True,2019-03-14 12:09:01,R_5bveujVrfC4p1L3,,,,,39.9597015380859375,-75.19950103759765625,anonymous,EN,,Wage Choice - Guaranteed Receipt of $10.00,,,75 - 84,High school graduate (high school diploma or equivalent including GED),Part-time looking for full-time,"$20,000 - $29,999","Production, transportation, and material moving",Male,4-6 times a week,3 - 4 hours,Mechanical Turk money is sometimes needed to make basic ends meet,Canada,,,Select here to acknowledge your understanding,,1713
2019-03-14 12:09:04,2019-03-14 12:09:35,IP Address,128.91.56.196,100,31,True,2019-03-14 12:09:35,R_231si0CUtHNzYkH,,,,,39.9597015380859375,-75.19950103759765625,anonymous,EN,,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$11.16, $10.93, $10.87, $11.10, $11.15, $10.93, $11.34, $11.14, $10.59, $10.08, $10.79, $11.77, $11.35, $10.79, $10.97, $11.41, $11.02, $10.66, $11.01, $11.21",65 - 74,Some college but no degree,Part-time looking for full-time,"$20,000 - $29,999","Farming, fishing, and forestry",Female,Once or twice a month,Less than 30 minutes,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,Canada,,Select here to acknowledge your understanding,,,6594
2019-03-14 12:09:54,2019-03-14 12:10:23,IP Address,128.91.56.196,100,28,True,2019-03-14 12:10:24,R_2rwL7j4S1zf2Gdk,,,,,39.9597015380859375,-75.19950103759765625,anonymous,EN,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$9.45, $10.47, $8.69, $10.95, $10.95, $11.79, $11.74, $11.81, $10.58, $11.54, $12.26, $12.29, $8.93, $12.21, $11.33, $11.25, $11.22, $8.99, $11.84, $8.92",,45 - 54,Bachelor's degree in college (4-year),Part-time looking for full-time,"$50,000 - $59,999","Farming, fishing, and forestry",Female,Daily,5 - 6 hours,Mechanical Turk money is always needed to make basic ends meet,The United Kingdom,,Select here to acknowledge your understanding,,,7963
2019-03-14 12:09:27,2019-03-14 12:14:51,IP Address,146.112.245.224,100,324,True,2019-03-14 12:14:51,R_3JsKqoMsOoMstWv,,,,,41.848297119140625,-87.651702880859375,anonymous,EN,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$9.45, $10.47, $8.69, $10.95, $10.95, $11.79, $11.74, $11.81, $10.58, $11.54, $12.26, $12.29, $8.93, $12.21, $11.33, $11.25, $11.22, $8.99, $11.84, $8.92",,55 - 64,Bachelor's degree in college (4-year),Full-time employed,"$70,000 - $79,999","Management, professional, and related",Male,Daily,1 - 2 hours,Mechanical Turk money does not materially change my financial situation,The United States,,Select here to acknowledge your understanding,,,6336
2019-03-14 12:17:37,2019-03-14 12:21:57,IP Address,72.182.197.198,100,260,True,2019-03-14 12:21:58,R_1DPg8QTI29U0kCK,,,,,32.848907470703125,-96.96669769287109375,anonymous,EN,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$9.45, $10.47, $8.69, $10.95, $10.95, $11.79, $11.74, $11.81, $10.58, $11.54, $12.26, $12.29, $8.93, $12.21, $11.33, $11.25, $11.22, $8.99, $11.84, $8.92",,45 - 54,Some college but no degree,Prefer not to answer,"Less than $10,000",Unemployed,Female,Daily,More than 7 hours,Mechanical Turk money is always needed to make basic ends meet,The United States,,Select here to acknowledge your understanding,,,4396
2019-03-14 12:21:09,2019-03-14 12:22:44,IP Address,146.112.47.32,100,94,True,2019-03-14 12:22:44,R_wLbNzHxzRrUl0hb,,,,,47,8,anonymous,EN,,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$11.16, $10.93, $10.87, $11.10, $11.15, $10.93, $11.34, $11.14, $10.59, $10.08, $10.79, $11.77, $11.35, $10.79, $10.97, $11.41, $11.02, $10.66, $11.01, $11.21",35 - 44,Associate or Technical degree in college (2-year),Full-time employed,"$80,000 - $89,999","Management, professional, and related",Female,4-6 times a week,5 - 6 hours,Mechanical Turk money is sometimes needed to make basic ends meet,The United States,,Select here to acknowledge your understanding,,,7360
2019-03-14 12:25:19,2019-03-14 12:27:30,IP Address,45.49.16.210,100,131,True,2019-03-14 12:27:31,R_1g61AZf124KK1D2,,,,,34.1060028076171875,-118.3607025146484375,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,25 - 34,Associate or Technical degree in college (2-year),Full-time employed,"$40,000 - $49,999",Sales and office,Male,4-6 times a week,5 - 6 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,The United States,,Select here to acknowledge your understanding,,,7532
2019-03-14 12:25:40,2019-03-14 12:28:09,IP Address,71.251.30.228,100,148,True,2019-03-14 12:28:09,R_3r1TS5Ien0ECO0B,,,,,40.7259979248046875,-73.84799957275390625,anonymous,EN,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$9.45, $10.47, $8.69, $10.95, $10.95, $11.79, $11.74, $11.81, $10.58, $11.54, $12.26, $12.29, $8.93, $12.21, $11.33, $11.25, $11.22, $8.99, $11.84, $8.92",,55 - 64,"Professional degree (JD, MD)",Not working and seeking employment,"$30,000 - $39,999",Unemployed,Male,Daily,1 - 2 hours,Mechanical Turk money does not materially change my financial situation,The United States,,,,Select here to acknowledge your understanding,4377
2019-03-14 12:26:49,2019-03-14 12:28:13,IP Address,137.52.20.242,100,84,True,2019-03-14 12:28:13,R_2sdpCbbWsqqXsdF,,,,,26.0702972412109375,-80.22480010986328125,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,25 - 34,Bachelor's degree in college (4-year),Full-time employed,"$60,000 - $69,999",Government,Male,4-6 times a week,1 - 2 hours,Mechanical Turk money does not materially change my financial situation,The United States,,Select here to acknowledge your understanding,,,6023
2019-03-14 12:28:04,2019-03-14 12:29:41,IP Address,45.36.251.11,100,96,True,2019-03-14 12:29:41,R_3ENfRgJFT1XOnid,,,,,36.0697021484375,-79.7682037353515625,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,65 - 74,Bachelor's degree in college (4-year),Retired,"$50,000 - $59,999",Retired,Female,Daily,3 - 4 hours,Mechanical Turk money is sometimes needed to make basic ends meet,The United States,,Select here to acknowledge your understanding,,,8415
2019-03-14 12:30:32,2019-03-14 12:35:02,IP Address,73.99.91.11,100,270,True,2019-03-14 12:35:02,R_24vfP1zs2ta1iTc,,,,,38.0321044921875,-78.4889984130859375,anonymous,EN,,,,Wage Choice - Guaranteed Receipt of $10.00,45 - 54,Associate or Technical degree in college (2-year),Full-time employed,"$50,000 - $59,999",Other,Female,Daily,More than 7 hours,Mechanical Turk money is always needed to make basic ends meet,The United States,,Select here to acknowledge your understanding,,,2636
2019-03-14 12:35:30,2019-03-14 12:38:30,IP Address,32.208.30.26,100,179,True,2019-03-14 12:38:30,R_1hMQZuAQN2BBURD,,,,,41.279998779296875,-72.81060028076171875,anonymous,EN,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$9.45, $10.47, $8.69, $10.95, $10.95, $11.79, $11.74, $11.81, $10.58, $11.54, $12.26, $12.29, $8.93, $12.21, $11.33, $11.25, $11.22, $8.99, $11.84, $8.92",,65 - 74,High school graduate (high school diploma or equivalent including GED),Retired,"$50,000 - $59,999",Retired,Male,Daily,3 - 4 hours,Mechanical Turk money does not materially change my financial situation,The United States,,Select here to acknowledge your understanding,,,4355
2019-03-14 12:35:49,2019-03-14 12:38:49,IP Address,157.51.234.198,100,180,True,2019-03-14 12:38:50,R_1BYjTWdwhrYZ7Gm,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$11.16, $10.93, $10.87, $11.10, $11.15, $10.93, $11.34, $11.14, $10.59, $10.08, $10.79, $11.77, $11.35, $10.79, $10.97, $11.41, $11.02, $10.66, $11.01, $11.21",25 - 34,Bachelor's degree in college (4-year),Full-time employed,"$10,000 - $19,999","Management, professional, and related",Male,Daily,1 - 2 hours,Mechanical Turk money is sometimes needed to make basic ends meet,India,,Select here to acknowledge your understanding,,,4351
2019-03-14 12:38:56,2019-03-14 12:42:16,IP Address,117.222.157.60,100,199,True,2019-03-14 12:42:16,R_3RrVo09VCUENFa5,,,,,9.9333038330078125,78.11669921875,anonymous,EN,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$9.45, $10.47, $8.69, $10.95, $10.95, $11.79, $11.74, $11.81, $10.58, $11.54, $12.26, $12.29, $8.93, $12.21, $11.33, $11.25, $11.22, $8.99, $11.84, $8.92",,45 - 54,Master's degree,Full-time employed,"$100,000 - $149,999","Management, professional, and related",Female,Daily,5 - 6 hours,Mechanical Turk money is always needed to make basic ends meet,India,,Select here to acknowledge your understanding,,,9297
2019-03-14 12:42:31,2019-03-14 12:44:14,IP Address,69.180.83.7,100,103,True,2019-03-14 12:44:14,R_d4o0kuzSfWWTQlj,,,,,30.2230072021484375,-81.75949859619140625,anonymous,EN,,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$11.16, $10.93, $10.87, $11.10, $11.15, $10.93, $11.34, $11.14, $10.59, $10.08, $10.79, $11.77, $11.35, $10.79, $10.97, $11.41, $11.02, $10.66, $11.01, $11.21",35 - 44,Bachelor's degree in college (4-year),Part-time employed,"$30,000 - $39,999",Other,Female,Daily,5 - 6 hours,Mechanical Turk money is always needed to make basic ends meet,The United States,,Select here to acknowledge your understanding,,,8380
2019-03-14 12:45:10,2019-03-14 12:45:34,Survey Preview,,100,24,True,2019-03-14 12:45:34,R_2awB26KO4eU19aw,,,,,39.9597015380859375,-75.19950103759765625,preview,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,35 - 44,"Professional degree (JD, MD)",Part-time looking for full-time,"$60,000 - $69,999",Government,Male,Once a week,1 - 2 hours,Mechanical Turk money is always needed to make basic ends meet,India,South America,Select here to acknowledge your understanding,,,3528
2019-03-14 12:53:19,2019-03-14 12:56:07,IP Address,103.108.76.22,100,167,True,2019-03-14 12:56:07,R_2YFj6H5f8rpBmfw,,,,,29.1667022705078125,75.716705322265625,anonymous,EN,,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$11.16, $10.93, $10.87, $11.10, $11.15, $10.93, $11.34, $11.14, $10.59, $10.08, $10.79, $11.77, $11.35, $10.79, $10.97, $11.41, $11.02, $10.66, $11.01, $11.21",25 - 34,Master's degree,Full-time employed,"$50,000 - $59,999","Management, professional, and related",Male,4-6 times a week,1 - 2 hours,Mechanical Turk money does not materially change my financial situation,India,,Select here to acknowledge your understanding,,,5271
2019-03-14 13:02:24,2019-03-14 13:04:28,IP Address,100.12.206.157,100,124,True,2019-03-14 13:04:29,R_1ImjMfFD6hwYq1K,,,,,40.7173004150390625,-73.87920379638671875,anonymous,EN,,,Wage Choice - Guaranteed Receipt of $10.00,,18 - 24,"Professional degree (JD, MD)",Full-time employed,"$40,000 - $49,999","Management, professional, and related",Female,4-6 times a week,1 - 2 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,The United States,,Select here to acknowledge your understanding,,,4135
2019-03-14 13:15:34,2019-03-14 13:17:01,IP Address,174.155.71.72,100,86,True,2019-03-14 13:17:02,R_2VR62WYiVGiwnxV,,,,,33.7042999267578125,-84.37419891357421875,anonymous,EN,,,,Wage Choice - Guaranteed Receipt of $10.00,35 - 44,Bachelor's degree in college (4-year),Full-time employed,"$30,000 - $39,999","Management, professional, and related",Female,Daily,5 - 6 hours,Mechanical Turk money is always needed to make basic ends meet,The United States,,Select here to acknowledge your understanding,,,9451
2019-03-14 13:17:53,2019-03-14 13:21:14,IP Address,96.230.107.87,100,200,True,2019-03-14 13:21:14,R_R4R0RM4MCKkrgNr,,,,,42.151397705078125,-71.42169952392578125,anonymous,EN,,Wage Choice - Guaranteed Receipt of $10.00,,,45 - 54,Associate or Technical degree in college (2-year),Part-time employed,"$90,000 - $99,999",Sales and office,Female,Daily,3 - 4 hours,Mechanical Turk money is sometimes needed to make basic ends meet,The United States,,Select here to acknowledge your understanding,,,6081
2019-03-14 13:16:14,2019-03-14 13:22:44,IP Address,157.51.114.69,100,389,True,2019-03-14 13:22:44,R_1dcvSIC0dfa7Hdp,,,,,10.990997314453125,76.966705322265625,anonymous,EN,,,Wage Choice - Guaranteed Receipt of $10.00,,35 - 44,Bachelor's degree in college (4-year),Full-time employed,"$50,000 - $59,999",Service,Male,Daily,5 - 6 hours,Mechanical Turk money is sometimes needed to make basic ends meet,India,,Select here to acknowledge your understanding,,,7316
2019-03-14 13:22:12,2019-03-14 13:24:55,IP Address,103.242.199.185,100,162,True,2019-03-14 13:24:55,R_2cw4xKjPoQQSX11,,,,,22.5720062255859375,88.36700439453125,anonymous,EN,,Wage Choice - Guaranteed Receipt of $10.00,,,35 - 44,Bachelor's degree in college (4-year),Full-time employed,"$10,000 - $19,999",Service,Male,Daily,More than 7 hours,Mechanical Turk money is sometimes needed to make basic ends meet,India,Asia,Select here to acknowledge your understanding,,,9848
2019-03-14 13:32:03,2019-03-14 13:33:41,IP Address,172.58.23.236,100,97,True,2019-03-14 13:33:41,R_wUaPP6dUzZvKKoV,,,,,33.9720001220703125,-118.24200439453125,anonymous,EN,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$9.45, $10.47, $8.69, $10.95, $10.95, $11.79, $11.74, $11.81, $10.58, $11.54, $12.26, $12.29, $8.93, $12.21, $11.33, $11.25, $11.22, $8.99, $11.84, $8.92",,35 - 44,Bachelor's degree in college (4-year),Full-time employed,"$30,000 - $39,999",Sales and office,Male,2-3 times a week,30 - 60 Minutes,Mechanical Turk money does not materially change my financial situation,The United States,,Select here to acknowledge your understanding,,,4385
2019-03-14 13:50:50,2019-03-14 13:52:54,IP Address,72.228.32.49,100,124,True,2019-03-14 13:52:55,R_2y1MDU9gZwIKomJ,,,,,43.0592041015625,-73.73560333251953125,anonymous,EN,,Wage Choice - Guaranteed Receipt of $10.00,,,25 - 34,Bachelor's degree in college (4-year),Full-time employed,"$20,000 - $29,999",Service,Female,4-6 times a week,1 - 2 hours,Mechanical Turk money is sometimes needed to make basic ends meet,The United States,,,Select here to acknowledge your understanding,,6669
2019-03-14 14:00:18,2019-03-14 14:02:54,IP Address,67.249.189.129,100,155,True,2019-03-14 14:02:55,R_2y1rKwYWAk3Xg9q,,,,,43.047393798828125,-74.86060333251953125,anonymous,EN,,,,Wage Choice - Guaranteed Receipt of $10.00,55 - 64,Bachelor's degree in college (4-year),Full-time employed,"$50,000 - $59,999",Other,Male,Daily,More than 7 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,The United States,,Select here to acknowledge your understanding,,,2813
2019-03-14 14:03:59,2019-03-14 14:07:14,IP Address,75.86.174.11,100,194,True,2019-03-14 14:07:14,R_1BVpjoh3HkAhCWi,,,,,42.56170654296875,-87.83010101318359375,anonymous,EN,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$9.45, $10.47, $8.69, $10.95, $10.95, $11.79, $11.74, $11.81, $10.58, $11.54, $12.26, $12.29, $8.93, $12.21, $11.33, $11.25, $11.22, $8.99, $11.84, $8.92",,35 - 44,Some college but no degree,Prefer not to answer,"$20,000 - $29,999",Other,Female,4-6 times a week,3 - 4 hours,Mechanical Turk money is always needed to make basic ends meet,The United States,,Select here to acknowledge your understanding,,,5170
2019-03-14 14:17:33,2019-03-14 14:18:59,IP Address,99.135.146.79,100,86,True,2019-03-14 14:19:00,R_3PTrycG4830Bbv0,,,,,41.7920074462890625,-88.1660003662109375,anonymous,EN,,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$11.16, $10.93, $10.87, $11.10, $11.15, $10.93, $11.34, $11.14, $10.59, $10.08, $10.79, $11.77, $11.35, $10.79, $10.97, $11.41, $11.02, $10.66, $11.01, $11.21",35 - 44,High school graduate (high school diploma or equivalent including GED),Full-time employed,"$30,000 - $39,999","Construction, extraction, and maintenance",Male,Daily,1 - 2 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,The United States,,Select here to acknowledge your understanding,,,9089
2019-03-14 14:20:01,2019-03-14 14:21:08,IP Address,104.34.83.206,100,66,True,2019-03-14 14:21:08,R_yUbRAPVTAAL3v0d,,,,,34.197906494140625,-118.53710174560546875,anonymous,EN,"Investment Choice - Receipt of $10 with 50% probability, receipt of $12 with 50% probability",,,,35 - 44,Bachelor's degree in college (4-year),Not working and seeking employment,"$20,000 - $29,999",Unemployed,Male,Daily,More than 7 hours,Mechanical Turk money is always needed to make basic ends meet,The United States,,,,Select here to acknowledge your understanding,8773
2019-03-14 14:28:33,2019-03-14 14:30:08,IP Address,172.113.116.108,100,95,True,2019-03-14 14:30:09,R_1CdQFeVNFBl37oZ,,,,,33.9167938232421875,-118.34320068359375,anonymous,EN,,,,Wage Choice - Guaranteed Receipt of $10.00,25 - 34,High school graduate (high school diploma or equivalent including GED),Full-time employed,"$10,000 - $19,999",Other,Male,4-6 times a week,1 - 2 hours,Mechanical Turk money is sometimes needed to make basic ends meet,The United States,,Select here to acknowledge your understanding,,,3225
2019-03-14 11:55:07,2019-03-14 11:56:44,IP Address,103.219.206.4,39,96,False,2019-03-14 15:56:54,R_3h6cfuZPb5I7xSk,,,,,,,anonymous,EN,,Wage Choice - Guaranteed Receipt of $10.00,,,25 - 34,Master's degree,Full-time employed,"Less than $10,000","Management, professional, and related",Male,,,,,,,,,
2019-03-14 11:56:48,2019-03-14 11:57:09,IP Address,198.24.30.139,96,21,False,2019-03-14 15:57:13,R_dbWfHLtbLB1B637,,,,,,,anonymous,EN,Wage Choice - Guaranteed Receipt of $10.00,,,,18 - 24,High school graduate (high school diploma or equivalent including GED),Part-time employed,"$10,000 - $19,999",Service,Female,4-6 times a week,30 - 60 Minutes,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,India,,Select here to acknowledge your understanding,,,
2019-03-14 12:04:03,2019-03-14 12:08:42,IP Address,183.82.212.106,93,279,False,2019-03-14 16:09:21,R_2ATHfr1CayKWDK6,,,,,,,anonymous,EN,"Investment Choice - Receipt of $10 with 50% probability, receipt of $12 with 50% probability",,,,25 - 34,Master's degree,Part-time employed,"$20,000 - $29,999",Service,Female,4-6 times a week,30 - 60 Minutes,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,India,,,,,
2019-03-14 12:49:52,2019-03-14 13:02:21,IP Address,100.12.206.157,93,749,False,2019-03-14 17:02:23,R_3O8KrEBHfwjOv7V,,,,,,,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,18 - 24,"Professional degree (JD, MD)",Full-time employed,"$50,000 - $59,999","Management, professional, and related",Female,4-6 times a week,1 - 2 hours,Mechanical Turk money does not materially change my financial situation,The United States,,,,,
2019-03-14 13:00:45,2019-03-14 13:05:42,IP Address,100.12.206.157,93,297,False,2019-03-14 17:05:43,R_1K0v5sBn0vvPvNT,,,,,,,anonymous,EN,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$9.45, $10.47, $8.69, $10.95, $10.95, $11.79, $11.74, $11.81, $10.58, $11.54, $12.26, $12.29, $8.93, $12.21, $11.33, $11.25, $11.22, $8.99, $11.84, $8.92",,25 - 34,"Professional degree (JD, MD)",Full-time employed,"$40,000 - $49,999","Management, professional, and related",Female,Daily,1 - 2 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,The United States,,,,,
